1,2,3,4,5,6,7,8
10401,10002,0,0,2.24,0,0,0.265
10401,10001,0,0,0,0,0,0
10401,10003,0,0,0,0,0,0
10401,10346,0,0,0,0,0,0
10401,10347,16.995,5.82,10.485,0,0.33,0
10401,10100,0,0,0,0,0,0
10401,10099,0,0,0,0,0,0
10401,10101,0,0,0,0,0,0
10401,10102,0,0,0,0,0,0
10401,10098,0,0,0,0,0,0
10401,10097,0,0,0,0,0,0
10401,10103,0,0,0,0,0,0
10401,10104,0,0,0,0,0,0
10401,10105,0,0,0,0,0,0
10401,10106,0,0,0,0,0,0
10401,10107,0,0,0,0,0,0
10401,10108,0,0,0,0,0,0
10401,10109,0,0,0,0,0,0
10401,10110,0,0,0,0,0,0
10401,10113,0,0,0,0,0,0
10401,10114,0,0,0,0,0,0
10401,10111,0,0,0,0,0,0
10401,10112,0,0,0,0,0,0
10401,10118,0,0,0,0,0,0
10401,10116,0,0,0,0,0,0
10401,10115,0,0,0,0,0,0
10401,10117,0,0,0,0,0,0
10401,10121,0,0,0,0,0,0
10401,10120,0,0,0,0,0,0
10401,10122,0,0,0,0,0,0
10401,10123,0,0,0,0,0,0
10401,10124,0,0,0,0,0,0
10401,10400,0,0,0,0,0,0
10401,10125,0,0,0,0,0,0
10401,10126,0,0,0,0,0,0
10401,10127,0,0,0,0,0,0
10401,10128,0,0,0,0,0,0
10401,10129,0,0,0,0,0,0
10401,10130,0,0,0,0,0,0
10401,10131,0,0,0,0,0,0
10401,10132,0,0,0,0,0,0
10401,10133,0,0,0,0,0,0
10401,10134,0,0,0,0,0,0
10401,10135,0,0,0,0,0,0
10401,10136,0,0,0,0,0,0
10401,10137,0,0,0,0,0,0
10401,10138,0,0,0,0,0,0
10401,10139,0,0,0,0,0,0
10401,10140,0,0,0,0,0,0
10401,10146,0,0,0,0,0,0
10401,10145,0,0,0,0,0,0
10401,10147,0,0,0,0,0,0
10401,10144,0,0,0,0,0,0
10401,10152,0,0,0,0,0,0
10401,10152,0,0,0,0,0,0
10401,10150,0,0,0,0,0,0
10401,10150,0,0,0,0,0,0
10401,10154,0,0,0,0,0,0
10401,10149,0,0,0,0,0,0
10401,10155,0,0,0,0,0,0
10401,10148,0,0,0,0,0,0
10401,10141,0,0,0,0,0,0
10401,10142,0,0,0,0,0,0
10401,10143,0,0,0,0,0,0
10401,10156,0,0,0,0,0,0
10401,10158,0,0,0,0,0,0
10401,10159,0,0,0,0,0,0
10401,10160,0,0,0,0,0,0
10401,10161,0,0,0,0,0,0
10401,10162,0,0,0,0,0,0
10401,10163,0,0,0,0,0,0
10401,10164,0,0,0,0,0,0
10401,10157,0,0,0,0,0,0
10401,10401,0,0,0,0,0,0
10401,10166,0,0,0,0,0,0
10401,10165,0,0,0,0,0,0
10401,10167,0,0,0,0,0,0
10401,10168,0,0,0,0,0,0
10401,10169,0,0,0,0,0,0
10401,10170,0,0,0,0,0,0
10401,10171,0,0,0,0,0,0
10401,10172,0,0,0,0,0,0
10401,10173,0,0,0,0,0,0
10401,10174,0,0,0,0,0,0
10401,10175,0,0,0,0,0,0
10401,10176,0,0,0,0,0,0
10401,10177,0,0,0,0,0,0
10401,10178,0,0,0,0,0,0
10401,10179,0,0,0,0,0,0
10401,10180,0,0,0,0,0,0
10401,10181,473.47,151.72,0,2.835,2.625,0
10401,10182,0,0,0,0,0,0
10401,10183,0,0,0,0,0,0
10401,10184,0,0,0,0,0,0
10401,10185,260.35,92.165,0,2.18,1.555,0
10401,10186,0,0,0,0,0,0
10401,10093,0,0,0,0,0,0
10401,10094,0,0,0,0,0,0
10401,10095,0,0,0,0,0,0
10401,10096,0,0,0,0,0,0
10401,10087,0,0,0,0,0,0
10401,10088,0,0,0,0,0,0
10401,10089,0,0,0,0,0,0
10401,10090,0,0,0,0,0,0
10401,10091,0,0,0,0,0,0
10401,10092,0,0,0,0,0,0
10401,10081,0,0,0,0,0,0
10401,10082,0,0,0,0,0,0
10401,10083,0,0,0,0,0,0
10401,10084,0,0,0,0,0,0
10401,10085,0,0,0,0,0,0
10401,10086,0,0,0,0,0,0
10401,10076,4.62,1.535,0,0.025,0.08,0
10401,10077,0,0,0,0,0,0
10401,10079,0,0,0,0,0,0
10401,10080,0,0,0,0,0,0
10401,10396,0,0,0,0,0,0
10401,10402,0,0,0,0,0,0
10401,10070,0,0,0,0,0,0
10401,10071,20.59,9.065,0,0,0.72,0
10401,10072,1.885,0.75,0,0,0,0
10401,10073,0,0,0,0,0,0
10401,10074,0,0,0,0,0,0
10401,10075,0,0,0,0,0,0
10401,10403,0,0,0,0,0,0
10401,10404,0,0,0,0,0,0
10401,10405,0,0,0,0,0,0
10401,10406,0,0,0,0,0,0
10401,10407,57.08,25.68,0,0.42,0.305,0
10401,10408,13.21,5.5,0,0,0.025,0
10401,10409,0,0,0,0,0,0
10401,10410,0,0,0,0,0,0
10401,10411,0,0,0,0,0,0
10401,10412,0,0,0,0,0,0
10401,10413,14.665,4.82,0,0.325,0,0
10401,10414,51.475,16.91,0,0.18,1.035,0
10401,10415,35.06,12.095,0,0.27,0.065,0
10401,10415,35.06,12.095,0,0.27,0.065,0
10401,10416,4.995,1.32,0,0.355,0.05,0
10401,10417,18.84,8.605,0,0,0.025,0
10401,10418,12.515,5.675,0,0,0,0
10401,10419,5.665,3.9,0,0,0,0
10401,10420,82.44,35.11,0,0.33,0.845,0
10401,10420,82.44,35.11,0,0.33,0.845,0
10401,10421,40.14,14.35,0,0.915,0.185,0
10401,10422,18.23,4.275,0,0.395,1.545,0
10401,10423,9.685,4.125,0,0,0.16,0
10401,10424,20.045,5.96,0,0,0.39,0
10401,10424,20.045,5.96,0,0,0.39,0
10401,10425,0,0,0,0,0,0
10401,10426,0,0,0,0,0,0
10401,10427,19.345,7.925,0,0.025,0.81,0
10401,10428,10.545,3.105,0,0,0,0
10401,10429,8.72,2.6,0,0.375,0.29,0
10401,10430,12.255,5.18,0,0,0,0
10401,10187,141.79,57.315,0,1.22,1.27,0
10401,10188,0,0,0,0,0,0
10401,10189,0,0,0,0,0,0
10401,10194,0,0,0,0,0,0
10401,10190,315.94,135.16,0,1.735,2.625,0
10401,10192,0,0,0,0,0,0
10401,10190,315.94,135.16,0,1.735,2.625,0
10401,10192,0,0,0,0,0,0
10401,10068,0,0,0,0,0,0
10401,10062,37.09,15.99,0,0.635,0.45,0
10401,10063,350.93,134.94,0,5.79,6.96,0
10401,10066,0,0,0,0,0,0
10401,10063,350.93,134.94,0,5.79,6.96,0
10401,10066,0,0,0,0,0,0
10401,10067,0,0,0,0,0,0
10401,10296,97.355,43.11,0,0,0.685,0
10401,10297,0,0,0,0,0,0
10401,10298,0,0,0,0,0,0
10401,10299,0,0,0,0,0,0
10401,10300,0,0,0,0,0,0
10401,10301,0,0,0,0,0,0
10401,10302,0,0,0,0,0,0
10401,10303,105.17,49.92,0,0,0.03,0
10401,10304,0,0,0,0,0,0
10401,10305,0,0,0,0,0,0
10401,10431,0,0,0,0,0,0
10401,10432,0,0,0,0,0,0
10401,10433,0,0,0,0,0,0
10401,10434,0,0,0,0,0,0
10401,10434,0,0,0,0,0,0
10401,10435,4.505,3.635,0,0,0,0
10401,10435,4.505,3.635,0,0,0,0
10401,10436,12.84,4.09,0,1.105,0,0
10401,10437,1.625,0.69,0,0,0,0
10401,10438,0,0,0,0,0,0
10401,10439,0,0,0,0,0,0
10401,10440,5.065,2.82,0,0,0,0
10401,10207,142.29,51.565,6.485,1.965,5.74,0.46
10401,10206,0,0,0,0,0,0
10401,10441,0.145,0.205,0,0,0,0
10401,10442,0,0,0,0,0,0
10401,10443,0,0,0,0,0,0
10401,10444,0,0,0,0,0,0
10401,10443,0,0,0,0,0,0
10401,10444,0,0,0,0,0,0
10401,10445,0,0,0,0,0,0
10401,10446,0,0,0,0,0,0
10401,10447,0,0,0,0,0,0
10401,10448,0,0,0,0,0,0
10401,10449,0,0,0,0,0,0
10401,10450,0,0,0,0,0,0
10401,10451,0,0,0,0,0,0
10401,10452,6.97,1.535,0,0,0.03,0
10401,10453,2.49,0.725,0,0,0,0
10401,10454,0,0,0,0,0,0
10401,10455,0,0,0,0,0,0
10401,10456,0,0,0,0,0,0
